cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,48,3584,512,cktile,1,0,11.6438,,15.13,0,0.0
256,64,3584,512,cktile,1,0,11.9374,,19.68,0,0.0
256,96,3584,512,ck,8,0,12.9692,,27.17,0,0.0
256,128,3584,512,ck,18,0,13.0184,,36.08,0,0.0
256,192,3584,512,ck,3,0,13.3818,,52.66,0,0.0
256,256,3584,512,ck,18,0,13.4782,,69.71,0,0.0
256,512,3584,512,ck,3,0,18.2536,,102.94,0,0.0
256,1024,3584,512,ck,3,0,29.4178,,127.75,0,0.0
256,1,6144,1536,ck,6,0,13.1322,,1.44,0,0.0
256,2,6144,1536,ck,6,0,13.3744,,2.82,0,0.0
256,4,6144,1536,ck,7,0,13.2402,,5.7,0,0.0
256,8,6144,1536,ck,5,0,13.1456,,11.49,0,0.0
256,16,6144,1536,ck,5,0,13.2984,,22.71,0,0.0
256,32,6144,1536,ck,12,0,13.8194,,43.71,0,0.0
256,48,6144,1536,ck,5,0,14.0116,,64.66,0,0.0
256,64,6144,1536,ck,3,0,14.7316,,82.0,0,0.0
256,96,6144,1536,ck,3,0,19.2612,,94.07,0,0.0
256,128,6144,1536,ck,3,0,19.6538,,122.92,0,0.0
256,192,6144,1536,ck,2,0,23.1404,,156.6,0,0.0
256,256,6144,1536,ck,3,0,29.2388,,165.25,0,0.0
256,512,6144,1536,ck,0,0,47.8822,,201.82,0,0.0
256,1024,6144,1536,ck,0,0,74.734,,258.62,0,0.0
256,1,6144,2048,ck,5,0,13.4408,,1.87,0,0.0
256,2,6144,2048,ck,5,0,13.522,,3.72,0,0.0
256,4,6144,2048,ck,5,0,13.3482,,7.54,0,0.0
256,8,6144,2048,ck,7,0,13.9648,,14.42,0,0.0
256,16,6144,2048,ck,5,0,13.5652,,29.68,0,0.0
256,32,6144,2048,ck,12,0,15.9356,,50.54,0,0.0
256,48,6144,2048,ck,4,0,16.3926,,73.69,0,0.0
256,64,6144,2048,ck,2,0,18.63,,86.45,0,0.0
256,96,6144,2048,ck,3,0,24.1104,,100.2,0,0.0
256,128,6144,2048,ck,3,0,24.5258,,131.34,0,0.0
256,192,6144,2048,ck,2,0,28.5248,,169.39,0,0.0
256,256,6144,2048,ck,3,0,38.3212,,168.12,0,0.0
256,512,6144,2048,ck,0,0,59.3446,,217.12,0,0.0
256,1024,6144,2048,ck,0,0,92.0044,,280.09,0,0.0
